Key,english
perkDeadEyeRank5BWLongDesc,Rifles deal 50% more damage. Aim 60% faster and have30% reload speed. Use 30% less stamina while aiming down sights. Kill Streak: Successive kills increase damage bonus by 30%/40% up to a maximum of 50%. 2% ADS spread. Sniper rifles degrade 30% slower. 150% faster spread recovery. Bullets lose 100% damage less at max range.  Sniper rifles gain 100% more effective range. 10% more chance of finding 7.62mm ammo/Rifle World magazines/parts/sniper rifles/Sniper perk books in loot.
perkMachineGunnerRank1BWLongDesc,Machine guns deal 10% more damage. have 5% faster fire rate and 10% faster reload. 2% more chance of finding more ARs/LMGs/parts/7.62mm/Tactical Warfare magazines/The Automatic Weapon Handbook perk books ammo in loot.  10% bonus magazine size for ARs/LMGs. ARs/LMGs degrade 10% slower. 10% faster spread recovery. 22% spread when ADS. 
perkMachineGunnerRank2BWLongDesc,Machine guns deal 20% more damage. have 10% faster fire rate and 15% faster reload. 4% more chance of finding more ARs/LMGs/parts/7.62mm/Tactical Warfare magazines/The Automatic Weapon Handbook perk books ammo in loot. 20% bonus magazine size for ARs/LMGs. ARs/LMGss degrade 15% slower. 30% faster spread recovery. 16% spread when ADS.
perkMachineGunnerRank3BWLongDesc,Machine guns deal 30% more damage. have 15% faster fire rate and reload 20% faster. Commando Adrenaline: Each shot scored with automatic weapons gives you 2 stamina. 6% more chance of finding more ARs/LMGs/parts/7.62mm/Tactical Warfare magazines/The Automatic Weapon Handbook perk books ammo in loot. 30% bonus magazine size for ARs/LMGs. ARs/LMGs degrade 20% slower. 50% faster spread recovery. 10% spread when ADS.
perkMachineGunnerRank4BWLongDesc,Machine guns deal 40% more damage. have 20% faster fire rate and reload 25% faster. Commando Adrenaline: Each shot scored with automatic weapons gives you 4 stamina. 8% more chance of finding more ARs/LMGs/parts/7.62mm/Tactical Warfare magazines/The Automatic Weapon Handbook perk books ammo in loot. 40% bonus magazine size for ARs/LMGs ARs/LMGs degrade 25% slower. 70% faster spread recovery. 6% spread when ADS.
perkMachineGunnerRank5BWLongDesc,Machine guns deal 50% more damage. have 25% faster fire rate and reload 30% faster. Commando Adrenaline: Each shot scored with automatic weapons gives you 6 stamina. 10% more chance of finding more ARs/LMGs/parts/7.62mm ammo/Tactical Warfare magazines/The Automatic Weapon Handbook perk books in loot. 50% bonus magazine size for ARs/LMGs. ARs/LMGs degrade 30% slower. 90% faster spread recovery. 2% spread when ADS.
perkPenetratorRank4BWLongDesc,Ignore 20% of armor with firearms and archery. 50% with anything that has Target Armor reduction. Armor-piercing rounds can penetrate three additional targets or a block of up to 1000 hit points when using Hunting/Lever Action/Sniper Rifles. All ammo types except breaching slugs now deal minimal damage to blocks aside for wood/doors/safes. All ammo types can now penetrate 1 extra target. Sniper rifles regular and HP ammo will gain the same target penetrations amount as the AP ammo. Doesn't apply to arrows or bolts.
perkGunslingerRank1BWLongDesc,Pistols and SMGs deal 10% more damage. have 5% faster fire rate and 10% faster reload. 2% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 10% slower. 10% faster spread recovery. 35% spread while ADS. 5% better recoil control.
perkGunslingerRank2BWLongDesc,Pistols and SMGs deal 20% more damage. have 10% faster fire rate and 15% faster reload. 4% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 15% slower. 30% faster spread recovery. 26% spread while ADS. 10% better recoil control.
perkGunslingerRank3BWLongDesc,Pistols and SMGs deal 30% more damage. have 15% faster fire rate and 20% faster reload. Critical Damage: 5 successive hits in a short time cause critical damage. 6% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 20% slower. 50% faster spread recovery. 17% spread while ADS. 15% better recoil control.
perkGunslingerRank4BWLongDesc,Pistols and SMGs deal 40% more damage. have 20% faster fire rate and 25% faster reload. Critical Damage: 4 successive hits in a short time cause the last shot to do 100% extra damage. 8% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 25% slower. 70% faster spread recovery. 8% spread while ADS. 20% better recoil control.
perkGunslingerRank5BWLongDesc,Pistols and SMGs deal 50% more damage. have 25% faster fire rate and 30% faster reload. Critical Damage: 3 successive hits in a short time cause the last shot to do 100% extra damage. 10% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 30% slower. 90% faster spread recovery. 2% spread while ADS. 25% better recoil control.
perkBoomstickRank1BWLongDesc,Shotguns deal 10% more damage. Have 10% faster fire rate and 10% faster reload. Stun enemies for 6 seconds. Increases chance to dismember by 5%. 2% more chance of finding Shotguns/parts/shells/Shotgun Weekly magazines/Shotgun Messiah perk books in loot. Shotguns degrade 10% slower. Breaching slugs deal 100% more damage to wood and safes. Deal 50% bonus damage to close targets up to 2 meters.
perkBoomstickRank2BWLongDesc,Shotguns deal 20% more damage. Have 20% faster fire rate and 15% faster reload. Increases chance to dismember by 10%. 4% more chance of finding Shotguns/parts/shells/Shotgun Weekly magazines/Shotgun Messiah perk books in loot. Shotguns degrade 15% slower. Breaching slugs deal 200% more damage to wood and safes. Deal 20% bonus damage to close targets up to 2 meters.
perkBoomstickRank3BWLongDesc,Shotguns deal 30% more damage. Have 30% faster fire rate and 20% faster reload. Stun enemies for 8 seconds. 6% more chance of finding Shotguns/parts/shells/Shotgun Weekly magazines/Shotgun Messiah perk books in loot. Shotguns degrade 20% slower. Breaching slugs deal 300% more damage to wood and safes. Deal 60% bonus damage to close targets up to 2 meters.
perkBoomstickRank4BWLongDesc,Shotguns deal 40% more damage. Have 40% faster fire rate and 25% faster reload. 8% more chance of finding Shotguns/parts/shells/Shotgun Weekly magazines/Shotgun Messiah perk books in loot. Shotguns degrade 25% slower. Breaching slugs deal 400% more damage to wood and safes. Deal 80% bonus damage to close targets up to 2 meters.
perkBoomstickRank5BWLongDesc,Shotguns deal 50% more damage. Have 50% faster fire rate and a 30% faster reload. Legs shots cripple opponents. 10% more chance of finding Shotguns/parts/shells/Shotgun Weekly magazines/Shotgun Messiah perk books in loot. Shotguns degrade 30% slower. Breaching slugs deal 500% more damage to wood and safes. Deal 100% bonus damage to close targets up to 2 meters.
perkDemolitionsExpertRank1BWLongDesc,Increase damage by 10%. Increase reload speed 15% and aim 10% faster with rocket launchers. Have 50% chance to stun enemies and a 5% greater chance to dismember. Gain 10% resistance to explosive damage. Rocket Launchers degrade 10% slower. 15% spread when ADS with Rocket Launchers. 2% more chance of finding explosives/Rockets/Rocket Launchers/Explosive Magazines in loot.
perkDemolitionsExpertRank2BWLongDesc,Increase damage by 20%. Increase reload speed 20% aim 20% faster with rocket launchers. Have 100% chance to stun enemies and a 10% greater chance to dismember. Gain 15% resistance to explosive damage. Rocket Launchers degrade 20% slower. 13% spread when ADS with Rocket Launchers. 4% more chance of finding explosives/Rockets/Rocket Launchers/Explosive Magazines in loot.
perkDemolitionsExpertRank3BWLongDesc,Increase damage by 30%. Increase reload speed by 25% and aim 30% faster with rocket launchers. Have a 33% chance to cripple enemies and a 20% greater chance to dismember. Gain 20% resistance to explosive damage. Rocket Launchers degrade 30% slower. 10% spread when ADS with Rocket Launchers. 6% more chance of finding explosives/Rockets/Rocket Launchers/Explosive Magazines in loot.
perkDemolitionsExpertRank4BWLongDesc,Increase damage by 40%. Increase reload speed by 30% and aim 40% faster with rocket launchers. Have a 66% chance to cripple enemies and a 30% greater chance to dismember. Gain 25% resistance to explosive damage. Rocket Launchers degrade 40% slower. 6% spread when ADS with Rocket Launchers. 8% more chance of finding explosives/Rockets/Rocket Launchers/Explosive Magazines in loot.
perkDemolitionsExpertRank5BWLongDesc,Increase damage by 50%. Increase reload speed by 35% and aim 50% faster with rocket launchers and 45% greater chance to dismember. Stun lasts longer on enemies. Gain 30% resistance to explosive damage. Rocket Launchers degrade 50% slower. 2% spread when ADS with Rocket Launchers. 10% more chance of finding explosives/Rockets/Rocket Launchers/Explosive Magazines in loot.
perkFlurryOfPerceptionRank1BWLongDesc, 10% faster attack speed with spears. 1 extra target penetration for both primary and secondary attacks with spears. Stacks with the perk book.
perkFlurryOfPerceptionRank2BWLongDesc, 17% faster attack speed with spears. 2 extra target penetration for both primary and secondary attacks with spears. Stacks with the perk book.
perkFlurryOfPerceptionRank3BWLongDesc, 25% faster attack speed with spears. 3 extra target penetration for both primary and secondary attacks with spears. Stacks with the perk book.
perkFlurryOfAgilityRank1BWLongDesc,10% faster attack speed with knives. 5% extra dismember chance with knives for both primary and secondary attacks.
perkFlurryOfAgilityRank2BWLongDesc,17% faster attack speed with knives. 10% extra dismember chance with knives for both primary and secondary attacks.
perkFlurryOfAgilityRank3BWLongDesc,25% faster attack speed with knives. 15% extra dismember chance with knives for both primary and secondary attacks.
perkFlurryOfStrengthRank1BWLongDesc,10% faster attack speed with Sledgehammers. 15% extra dismember chance secondary attacks. 10% faster attack speed with Clubs. 15% dismember chance with secondary attacks.
perkFlurryOfStrengthRank2BWLongDesc,17% faster attack speed with Sledgehammers. 25% extra dismember chance with secondary attacks. 17% faster attack speed with Clubs. 20% dismember chance with secondary attacks.
perkFlurryOfStrengthRank3BWLongDesc,25% faster attack speed with Sledgehammers. 35% extra dismember chance with secondary attacks. 25% faster attack speed with Clubs. 25% dismember chance with secondary attacks.
perkMediumArmorRank1BWLongDesc,Reduce medium armor movement and stamina penalty by 15%. Improve durability by 50%. 2% chance of finding medium armor/parts in loot.
perkMediumArmorRank2BWLongDesc,Reduce medium armor movement and stamina penalty by 30%. Improve durability by 100%. 5% chance of finding medium armor/parts in loot.
perkMediumArmorRank3BWLongDesc,Reduce medium armor movement and stamina penalty by 50%. Improve durability by 150%. 7% chance of finding medium armor/parts in loot.
perkMediumArmorRank4BWLongDesc,Reduce medium armor movement and stamina penalty by 75%. Improve durability by 200%. Wearing medium armor grants 5% bonus movement speed. The effect stacks with more pieces of armor equipped. 10% chance of finding medium armor/parts in loot.
perkPummelPeteRank1BWLongDesc,Clubs deal 10% more damage. Attacks do 40% more damage to stunned enemies and power attacks have a 60% chance to knock foes down. Stamina reduced by 15% for normal attacks and 20% for power attacks. Killing blows grant 10 stamina. 2% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot.
perkPummelPeteRank2BWLongDesc,Clubs deal 20% more damage. Attacks do 80% more damage to stunned enemies and power attacks have a 70% chance to knock foes down. Stamina reduced by 20% for normal attacks and 30% for power attacks. Killing blows grant 15 stamina. 4% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot.
perkPummelPeteRank3BWLongDesc,Clubs deal 30% more damage. Attacks do 120% more damage to stunned enemies and power attacks have a 80% chance to knock foes down. Stamina reduced by 25% for normal attacks and 40% for power attacks. Killing blows grant 20 stamina. Landing 5 successive hits in a short time causes the last blow to do 100% extra damage. 6% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot.
perkPummelPeteRank4BWLongDesc,Clubs deal 40% more damage. Attacks do 160% more damage to stunned enemies and power attacks have a 90% chance to knock foes down. Stamina reduced by 30% for normal attacks and 50% for power attacks. Killing blows grant 30 stamina. 4 successive hits in a short time causes the last blow to do 100% extra damage. 8% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot.
perkPummelPeteRank5BWLongDesc,Clubs deal 50% more damage. Attacks do 200% more damage to stunned enemies and power attacks have a 100% chance to knock foes back down. Stamina reduced by 35% for normal attacks and 60% for power attacks. Killing blows grant 40 stamina. 3 successive hits in a short time causes the last blow to do 100% extra damage. 10% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot.
perkMiner69rRank1BWLongDesc,Increase damage by 10% and block damage by 30% and attack speed by 10% with any axe/pickaxe/shovel/chainsaw/auger. Stamina costs are reduced by 8% and 15% for power attacks. 2% more chance of finding tools/parts/Tools Digest magazines/The Art of mining perk books in loot.
perkMiner69rRank2BWLongDesc,Increase damage by 20% and block damage by 60% and attack speed by 15% with any axe/pickaxe/shovel/chainsaw/auger. Stamina costs are reduced by 15% and 30% for power attacks. 4% more chance of finding tools/parts/Tools Digest magazines/The Art of mining perk books in loot.
perkMiner69rRank3BWLongDesc,Increase damage by 30% and block damage by 90% and attack speed by 20% with any axe/pickaxe/shovel/chainsaw/auger. Stamina costs are reduced by 20% and 40% for power attacks. 6% more chance of finding tools/parts/Tools Digest magazines/The Art of mining perk books in loot.
perkMiner69rRank4BWLongDesc,Increase damage by 40% and block damage by 120% and attack speed by 25% with any axe/pickaxe/shovel/chainsaw/auger. Stamina costs are reduced by 25% and 50% for power attacks. 8% more chance of finding tools/parts/Tools Digest magazines/The Art of mining perk books in loot.
perkMiner69rRank5BWLongDesc,Increase damage by 50% and block damage by 150% and attack speed by 30% with any axe/pickaxe/shovel/chainsaw/auger. 10% more chance of finding tools/parts/Tools Digest magazines/The Art of mining perk books in loot.
perkBrawlerRank1BWLongDesc,"Knuckled weapons deal 10% more damage. Punches to the head negate infection ability. Stamina costs are reduced by 15% and 8% for power attacks. Killing blows grant 10 stamina. 2% more chance of finding knuckle weapons/parts/Furious Fists magazines/Bar Brawler perk books in loot. When hitting a ragdolled enemy, have a 2% chance for a fatal K.O"
perkBrawlerRank2BWLongDesc,"Knuckle weapons deal 20% more damage and have a 30% chance to stagger opponents with power attacks. Stamina costs are reduced by 20% and 16% for power attacks. Killing blows grant 15 stamina. 4% more chance of finding knuckle weapons/parts/Furious Fists magazines/Bar Brawler perk books in loot. When hitting a ragdolled enemy, have a 4% chance for a fatal K.O"
perkBrawlerRank3BWLongDesc,"Knuckle weapons deal 30% more damage. Power attacks to the head have a 20% chance to knock down your opponent. Stamina costs are reduced by 25% and 24% for power attacks. Killing blows grant 20 stamina. 6% more chance of finding knuckle weapons/parts/Furious Fists magazines/Bar Brawler perk books in loot. When hitting a ragdolled enemy, have a 6% chance for a fatal K.O"
perkBrawlerRank4BWLongDesc,"Knuckle weapons deal 40% more damage. Power attacks to the head have a 30% chance to knock down your opponent. Stamina costs are reduced by 30% and 32% for power attacks. Killing blows grant 25 stamina. 8% more chance of finding knuckle weapons/parts/Furious Fists magazines/Bar Brawler perk books in loot. When hitting a ragdolled enemy, have a 8% chance for a fatal K.O"
perkBrawlerRank5BWLongDesc,"Knuckle weapons deal 50% more damage and have a higher chance to explode heads with punches. Stamina costs are reduced by 35% and 40% for power attacks. Killing blows grant 35 stamina. 10% more chance of finding knuckle weapons/parts/Furious Fists magazines/Bar Brawler perk books in loot. When hitting a ragdolled enemy, have a 10% chance for a fatal K.O"
perkTurretsRank1BWLongDesc,Robotic weapons deal 10% more damage. Have 30% faster fire rate and can reload an extra 10 rounds. Reload robotic weapons 10% faster. 15% recoil control when holding a turret. Robotic sledges have a 30% chance of shocking enemies. Junk turrets have a 7% chance of shocking enemies. Robotic turrets deal 10% more damage. Robotic turrets degrade 5% less. Turrets remain active up to a max distance of 21m. Robotic sledges gain a 20% range bonus when held. You can deploy multiple robots but only the closest will be active. 400% spread when holding a junk turret. 2% more chance of finding batons/robotic weapons/Tech Planet magazines/Tech Junkie perk books in loot.
perkTurretsRank2BWLongDesc,Robotic weapons deal 20% more damage. Have 60% faster fire rate and can reload an extra 20 rounds. Reload robotic weapons 12.5% faster. 30% recoil control when holding a turret. Robotic sledges have a 35% chance of shocking enemies. Junk turrets have a 6% chance of shocking enemies. Robotic turrets deal 20% more damage. Robotic turrets degrade 10% less. Turrets remain active up to a max distance of 22m. Robotic sledges gain a 40% range bonus when held. 300% spread when holding a junk turret. 4% more chance of finding batons/robotic weapons/Tech Planet magazines/Tech Junkie perk books in loot.
perkTurretsRank3BWLongDesc,Robotic weapons deal 30% more damage. Have 90% faster fire rate and can reload an extra 30 rounds. Reload robotic weapons 15% faster. 45% recoil control when holding a turret. Have 2 max turrets active at the same time. Robotic sledges have 40% chance of shocking enemies. Junk turrets have a 5% chance of shocking enemies. Robotic turrets deal 30% more damage. Robotic turrets degrade 15% less. Turrets remain active up to a max distance of 23m. Robotic sledges gain a 60% range bonus when held. 200% spread when holding a junk turret. 6% more chance of finding batons/robotic weapons/Tech Planet magazines/Tech Junkie perk books in loot.
perkTurretsRank4BWLongDesc,Robotic weapons deal 40% more damage. Have 120% faster fire rate and can reload an extra 40 rounds. Reload robotic weapons 18% faster. 60% recoil control when holding a turret. Have 3 max turrets active at the same time. Robotic sledges have 45% chance of shocking enemies. Junk turrets have a 4% chance of shocking enemies. Robotic turrets deal 40% more damage. Robotic turrets degrade 20% less. Turrets remain active up to a max distance of 24m. Robotic sledges gain a 80% range bonus when held. 100% spread when holding a junk turret. 8% more chance of finding batons/robotic weapons/Tech Planet magazines/Tech Junkie perk books in loot.
perkTurretsRank5BWLongDesc,Robotic weapons deal 50% more damage. Have 125% faster fire rate and can reload an extra 50 rounds. Reload robotic weapons 20% faster. 75% recoil control when holding a turret. Have 4 max turrets active at the same time. Robotic sledges have a 50% chance of shocking enemies. Junk turrets have a 4%  chance of shocking enemies. Robotic turrets deal 50% more damage. Robotic turrets degrade 25% less. Turrets remain active up to a max distance of 25m. Robotic sledges gain a 100% range bonus when held. 50% spread when holding a junk turret. 10% more chance of finding batons/robotic weapons/Tech Planet magazines/Tech Junkie perk books in loot.
perkDaringAdventurerRank1BWLongDesc,Add +10 to trader stage and get 25% more dukes from completing quests.
perkDaringAdventurerRank2BWLongDesc,Add +20 to trader stage and get 50% more dukes from completing quests.
perkDaringAdventurerRank3BWLongDesc,Add +30 to trader stage and get 75% more dukes from completing quests. Pick 1 additional quest reward.
perkDaringAdventurerRank4BWLongDesc,Add +40 to trader stage and get 100% more dukes from completing quests. Pick 2 additional quest rewards.
perkBetterBarterRank1BWLongDesc,Gain 5% better bartering with traders. 1% effect bonus to all bartering items (Sugarbutts/cigar/etc.)
perkBetterBarterRank2BWLongDesc,Gain 10% better bartering with traders. 2% effect bonus to all bartering items (Sugarbutts/cigar/etc.)
perkBetterBarterRank3BWLongDesc,Gain 15% better bartering with traders. 3% effect bonus to all bartering items (Sugarbutts/cigar/etc.)
perkBetterBarterRank4BWLongDesc,Gain 20% better bartering with traders. 4% effect bonus to all bartering items (Sugarbutts/cigar/etc.)
perkBetterBarterRank5BWLongDesc,Gain 25% better bartering with traders. 5% effect bonus to all bartering items (Sugarbutts/cigar/etc.)
perkPainToleranceRank1BWLongDesc,Gain 5% damage resistance and 20% chance to not get stunned. Have 5% less chance of breaking your limbs and a 10% less chance of spraining them.
perkPainToleranceRank2BWLongDesc,Gain 10% damage resistance and 40% chance to not get stunned. Have 10% less chance of breaking your limbs and a 20% less chance of spraining them.
perkPainToleranceRank3BWLongDesc,Gain 15% damage resistance and 60% chance to not get stunned. Have 15% less chance of breaking your limbs and a 30% less chance of spraining them.
perkPainToleranceRank4BWLongDesc,Gain 20% damage resistance and 80% chance to not get stunned. Have 20% less chance of breaking your limbs and a 40% less chance of spraining them.
perkPainToleranceRank5BWLongDesc,Gain 25% damage resistance and 100% chance to not get stunned. Have 25% less chance of breaking your limbs and a 50% less chance of spraining them.
perkHealingFactorRank1BWLongDesc,Gain 1 Health Point every 35 seconds. Critical injuries heal 150% faster. Stacks with energy bar.
perkHealingFactorRank2BWLongDesc,Gain 1 Health Point every 25 seconds. Critical injuries heal 200% faster. Stacks with energy bar.
perkHealingFactorRank3BWLongDesc,Gain 1 Health Point every 15 seconds. Critical injuries heal 300% faster. Stacks with energy bar.
perkHealingFactorRank4BWLongDesc,Gain 1 Health Point every 10 seconds. Critical injuries heal 400% faster. Stacks with energy bar.
perkHealingFactorRank5BWLongDesc,Gain 1 Health Point every 5 seconds. Critical injuries heal 470% faster. Stacks with energy bar.
perkRunAndGunRank1BWLongDesc,"Spray and Pray. Aiming is overrated, just shoot first and ask questions later. Accuracy when walking or hipfiring is improved by 10% and movement penalty when reloading is reduced by 30%. When crouching, gain 10% faster movement speed, 5% faster spread recovery, 20% better hipfire accuracy and 5% better recoil control."
perkRunAndGunRank2BWLongDesc,"Your twitchy fingers might get you into trouble but have saved your skin on many occasions. Accuracy when walking or hipfiring is improved by 20% and movement penalty when reloading is reduced by 60%. When crouching, gain 30% faster movement speed, 10% faster spread recovery, 30% better hipfire accuracy and 10% better recoil control."
perkRunAndGunRank3BWLongDesc,"You are now a deadly trigger man and have mastered the art of run and gun. Accuracy when walking or hipfiring is improved by 30% and have no movement penalty when reloading. When crouching, gain 50% faster movement speed, 15% faster spread recovery, 40% better hipfire accuracy and 15% better recoil control."
perkParkourRank1BWLongDesc,"You can do a few moves but mostly you are just used to falling on your face. Increase safe fall distance by one meter and reduce stamina cost of jumping by 10%. When jumping, gain 50% melee damage increase for 2 seconds. When jumping from an unsafe height, gain 15% chance of taking no fall damage when landing."
perkParkourRank2BWLongDesc,"You've pulled off some stunts, but sometimes your hospital bills are larger than your paycheck. Reduce stamina cost of jumping by 20%. Increase safe fall distance by 2 meters and jump 1 meter higher. When jumping, gain 50% melee damage increase for 3 seconds. When jumping from an unsafe height, gain 30% chance of taking no fall damage when landing."
perkParkourRank3BWLongDesc,"You're an adrenaline junkie and capable of death defying acts of insanity. Reduce stamina cost of jumping by 30%. Increase safe fall distance by 4 meters and never get a broken leg when falling. When jumping, gain 50% melee damage increase for 4 seconds. When jumping from an unsafe height, gain 45% chance of taking no fall damage when landing."
perkParkourRank4BWLongDesc,"You are now a parkour master and can navigate difficult situations easily. Reduce stamina cost of jumping by 40%. Increase safe fall distance by 5 meters, can jump 2 meters higher, and never get a sprained or broken leg when falling. When jumping, gain 50% melee damage increase for 5 seconds. When jumping from an unsafe height, gain 60% chance of taking no fall damage when landing."
